,id,original,translation
25771,ed5fe4f1-8c52-2909-8413-38a083c76896, The knave counterfeits well. A good knave. ,The fool is good at acting. A good fool.
25772,e7a4bd0d-947c-52af-c5f0-21da08835abf, (  from within   )  Who calls there?, Who's that calling?
25773,85813863-a836-f6f7-bf86-eaae508075c6," Sir Topas the curate, who comes to visit Malvolio the  lunatic. ","Sir Topas the priest, who is here to visit Malvolio the lunatic."
25774,21ee9dd8-3839-7102-5764-2019da720f1d," Sir Topas, Sir Topas, good Sir Topas, go to my lady— ","Sir Topas, Sir Topas, good Sir Topas, please go to my lady—"
25775,80495d6f-cc91-5abe-1374-a37960f381a1," Out, hyperbolical fiend! How vexest thou this man!  Talkest thou nothing but of ladies? ","Out, you enormous devil!  See how you're hurting this man! Can't you talk about anything but ladies?"
25776,17bfe7cc-74f4-3962-b396-a0d2e5342152," (  aside  ) Well said, Master Parson."," Well said, Mr. Priest."
25777,4e09c72e-7ef0-41a8-239f-1e6e93958d1c," Sir Topas, never was man thus wronged. Good Sir Topas, do not think I am mad. They have laid me here in  hideous darkness. ",@
25778,40272-1502743504794-14257," Fie, thou dishonest Satan! I call thee by the most  modest terms, ","Shame on you, dishonorable Satan! I address you with moderate language,"
25779,40272-1502743512574-49181, for I am one of those gentle ones that  will use the devil himself with courtesy. , for I'm one of those courteous people who will be polite even to the devil himself.
25780,40272-1502743520736-89703, Sayest thou  that house is dark? , Did you say that this house is dark?
25781,dd08681e-7bc5-c99d-bb21-2219e908b472," As hell, Sir Topas. ","Dark as hell, Sir Topas."
25782,40274-1502743531967-93327," Why, it hath bay windows transparent as barricadoes,  and the clerestories toward the south-north are as  lustrous as ebony. ","Why, it has bay windows as transparent as walls, and the upper windows facing toward the south-north are as clear as  ebony ."
25783,40274-1502743537389-48316, And yet complainest thou of  obstruction? , And you're complaining about darkness and a bad view?
25784,a0641381-b256-d32e-28ed-f0a6ab8e33dd," I am not mad, Sir Topas. I say to you this house is  dark. ","I'm not crazy, Sir Topas. I tell you that this house is dark."
25785,40276-1502743552378-4972," Madman, thou errest. ","You madman, you're wrong."
25786,40276-1502743557656-34528," I say, there is no darkness but  ignorance, in which thou art more puzzled than the  Egyptians in their fog. "," I say that there's no darkness but ignorance, and you're more ignorant than the Egyptians during Moses' plague of fog."
25787,40277-1502743565506-91774," I say, this house is as dark as ignorance, though  ignorance were as dark as hell. ","And I say that this house is as dark as ignorance, and ignorance is as dark as hell. "
25788,40277-1502743575162-99991," And I say, there was  never man thus abused. ",And I say that no man has ever been abused like I've been.
25789,40277-1502743580461-66658, I am no more mad than you are.  Make the trial of it in any constant question. , I'm no more crazy than you are. Ask me any question and I'll prove my sanity.
25790,e81f3f69-42e7-0f02-8155-87496c7c2a4a, What is the opinion of Pythagoras concerning wildfowl? ,What did the philosopher Pythagoras believe about wild birds?
25791,13df7f50-35ce-8f6f-1967-93abeb42934d, That the soul of our grandam might haply inhabit a  bird. ,That our grandmother's soul could end up inhabiting a bird.
25792,92526921-ed7f-a4c6-c878-88610bda0791, What thinkest thou of his opinion? ,What do you think of his belief?
25793,82da01d5-d9dc-6e19-e6bc-5aa7526a630d," I think nobly of the soul, and no way approve his  opinion. ","I think that the soul is very noble, and I disagree with his belief."
25794,40282-1502743591342-80072, Fare thee well. Remain thou still in darkness. ,Farewell then. Remain in the darkness. 
25795,40282-1502743599218-85824," Thou  shalt hold the opinion of Pythagoras ere I will allow of thy wits, and fear to kill a woodcock lest thou  dispossess the soul of thy grandam. Fare thee well. ","I won't declare you sane until you agree with Pythagoras, and fear to kill a pigeon because it might have the soul of your grandmother. Farewell."
25796,ccfdb547-5e05-72de-60a8-4df559b14daa," Sir Topas, Sir Topas! ","Sir Topas, Sir Topas!"
25797,fe12829a-3c4a-f725-4c6b-00318f9e7492, My most exquisite Sir Topas! ,"Perfect, Sir Topas!"
25798,5899bcc8-ba1b-ee78-8cc2-9efd5d2ca40f," Nay, I am for all waters. ","Yes, I can play many parts."
25799,f33ee0c0-1e7b-e992-ab43-6641ebfe15ed, Thou mightst have done this without thy beard and gown. He sees thee not. ,You might have done this without the robe and beard. He never saw you.
25800,40287-1502743633914-7146," To him in thine own voice, and bring me word how thou  findest him. I would we were well rid of this knavery. ","Go talk to him with your own voice, and tell me how he's feeling. I want this foolishness to be over soon. "
25801,40287-1502743641127-38137,"   If he may be conveniently delivered, I would he were,  for I am now so far in offense with my niece that I  cannot pursue with any safety this sport to the upshot. ","If we can conveniently let him go, I want to do it, for I'm now in so much trouble with my niece that I can't safely pursue this prank to its conclusion."
25802,40287-1502743647076-24005,  Come by and by to my chamber. , Come to my room in a while.
25803,75a287e6-ddfd-ade8-c9b0-31df732e0df7,"   Hey, Robin, jolly Robin,   Tell me how thy lady does.","Hey, Robin, jolly Robin,Tell me how your lady is."
25804,53e2c9d4-761c-506f-f98d-92b7885bc96e, Fool! ,Fool!
25805,01391523-103b-ac03-7c2a-5564261e6678,"  (sings) My lady is unkind, perdy.",[Singing] My lady is unkind indeed.
25806,f769051a-9934-a9d0-3a6e-84f04cf2fa0d, Fool! ,Fool!
25807,2d6c81b4-258b-f411-2958-2a546287c103,"  (sings) Alas, why is she so?","[Singing] Alas, why is she like this?"
25808,39838b0f-d225-fafb-4236-eb0f4438a618," Fool, I say! ","Fool, I say!"
25809,55bf3362-1442-6cb4-fbfd-d586a356e97b,"  (sings) She loves another—Who calls, ha?",[Singing] She loves another man—Who's that shouting?
25810,40296-1502743681488-38652," Good fool, as ever thou wilt deserve well at my hand,  help me to a candle, and pen, ink, and paper. ","Good fool, I'll certainly reward you if you'll help me get a candle, a pen, ink, and paper."
25811,40296-1502743690972-30190," As I am a  gentleman, I will live to be thankful to thee for ’t. ",@
25812,1cc98b96-a7aa-1bea-e530-f96be14c125d, Master Malvolio? ,Master Malvolio?
25813,9205d5a3-f428-8d59-9c45-c3db16e8a5a7," Ay, good fool. ","Yes, good fool."
25814,609edd38-68c6-bcfc-df49-dfaed115a5d0," Alas, sir, how fell you besides your five wits? ","Alas, sir, how did you lose your sanity?"
25815,97030cc2-9bd1-4eaf-6219-985c987ec99d," Fool, there was never a man so notoriously abused: I  am as well in my wits, Fool, as thou art. ","Fool, no one has ever been abused like I've been. I'm just as sane as you are, Fool."
25816,9de7c07d-3875-83a0-bd76-f6e043320116," But as well? Then you are mad indeed, if you be no  better in your wits than a fool. ","Just as sane as me? You must be crazy then, if you're no saner than a fool."
25817,40302-1502743723054-97785," They have here propertied me, keep me in darkness, send ministers to me ","They've treated me like their property here, kept me in the darkness, sent their minions after me"
25818,40302-1502743728900-55084, —asses!—and do all they can to face me  out of my wits. ,—those asses!—and done all they could to drive me insane by pretending I was insane. 
25819,40303-1502743738520-19982, Advise you what you say. The minister is here. ,Be careful what you say. The priest is here. 
25820,40303-1502743744259-44003," Malvolio, Malvolio, thy wits the  heavens restore! Endeavor thyself to sleep, and leave  thy vain bibble-babble. "," Malvolio, Malvolio, may God restore your sanity! Try to sleep, and stop your silly babbling."
25821,45189e20-c77a-84fe-5745-7242cf0bc358, Sir Topas! ,Sir Topas!
25822,1c0df3ba-5ab0-c2de-a22c-f22aa5ebf1ca,"    Maintain no words with him, good fellow.     Who, I, sir? Not I, sir. God b' wi'  you, good Sir Topas.    Marry, amen.  [in his own voice]  I will, sir, I will."," Don't try to talk to him, good fellow. [In his own voice] Who, me, sir? Not me, sir. God be with you, goodbye Sir Topas. [As Sir Topas] Amen. [In his own voice] Yes, sir, yes."
25823,aabf8dc6-d7e1-e24b-e532-76c713b0061b," Fool, fool, fool, I say! ","Fool, fool, fool, I say!"
25824,e57a8c12-7ffe-ea2f-f3b1-54e735d0c214," Alas, sir, be patient. What say you sir? I am shent for speaking to you. ","Alas, sir, be patient. What do you have to say, sir? I've just been scolded for speaking to you."
25825,1a47d2a1-a349-aaf8-a684-69f1b4ffa1ba," Good fool, help me to some light and some paper. I tell thee, I am as well in my wits as any man in Illyria. ","Good fool, please help me find a candle and some paper. I tell you, I'm as sane as any man in Illyria."
25826,38a154f8-e6c2-bf31-f834-7aca3c252fcb," Well-a-day that you were, sir. ","If only you were, sir."
25827,40310-1503362140237-81397," By this hand, I am. Good fool, some ink, paper, and  light, and convey what I will set down to my lady. ","I  swear by my own hand, I am. Good fool, bring me some ink, paper, and light, and then deliver the letter I'll write to my lady."
25828,40310-1502743776768-62805, It  shall advantage thee more than ever the bearing of  letter did. , You'll be better rewarded for delivering this letter than you've ever been rewarded before.
25829,db2e0db2-61f8-d079-5ef1-de6d0964e0a1," I will help you to ’t. But tell me true, are you not  mad indeed? Or do you but counterfeit? ","I'll help you. But tell me the truth, are you really not crazy? Or are you just acting?"
25830,f827b975-bab5-245c-3e8f-7ce63975cb0d," Believe me, I am not. I tell thee true. ","Believe me, I'm not crazy. I'm telling you the truth."
25831,511a47cf-6969-1f49-3c23-8a348393fcf0," Nay, I’ll ne'er believe a madman till I see his brains. I will fetch you light, and paper, and ink. ","No, I'll never believe a madman until he's dead and I can see his brains. But I'll bring you a candle, and paper, and ink."
25832,96c9bcc0-6a37-d3bf-0e37-7de181c9d032," Fool, I’ll requite it in the highest degree. I prithee, be gone. ","Fool, I'll repay you for this many times over. Now please, go."
25833,2b553617-2ef4-5334-e534-b65ec6d93638,"   I am gone, sir,   And anon, sir,   I’ll be with you again,   In a trice,   Like to the old Vice,   Your need to sustain,   Who, with dagger of lath   In his rage and his wrath,   Cries “Aha,” to the devil,   Like a mad lad,   “Pare thy nails, dad,   Adieu, goodman devil.”","I am going, sir,But soon, sir,I'll be with you again,In just a moment,Like the old Vice,Who helps you in your time of need,With a wooden dagger,And his rage and wrath,Who shouts ""Aha"" to the devil,Like a mad boy,Yelling ""Trim your nails, dad,And farewell, you peasant devil."""
25834,40318-1502743166030-26254," This is the air, that is the glorious sun.   This pearl she gave me, I do feel ’t and see ’t, ","This is really the air, and that's really the glorious sun. Here's the pearl she gave me—I can feel it and see it."
25835,40318-1502743173244-29461," And though ’tis wonder that enwraps me thus,   Yet ’tis not madness. "," And though I'm full of amazement and confusion, I'm not crazy. "
25836,40318-1502743190239-25177," Where’s Antonio, then?   I could not find him at the Elephant.   Yet there he was, and there I found this credit,   That he did range the town to seek me out. ","But where's Antonio, then? I couldn't find him at the Elephant. But he had been there before me, and they told me that he was walking about the town and looking for me. "
25837,40318-1502743200137-85301, His counsel now might do me golden service. ,His advice would be like gold to me right now. 
25838,40318-1502743211905-42240," For though my soul disputes well with my sense   That this may be some error, but no madness, ","My soul makes the same strong argument as my senses, which is that all this is some mistake, but that I'm not crazy. "
25839,40318-1502743224477-23386," Yet doth this accident and flood of fortune   So far exceed all instance, all discourse,   That I am ready to distrust mine eyes   And wrangle with my reason that persuades me   To any other trust but that I am mad— ","Yet this mistake is such a sudden flood of good fortune, which exceeds all my expectations or possibility, that it makes me distrust my own eyes and wrestle with my reason, and suggests that maybe I  am  insane"
25840,40318-1502743235482-6006," Or else the lady’s mad. Yet if ’twere so,   She could not sway her house, command her followers,   Take and give back affairs and their dispatch   With such a smooth, discreet, and stable bearing   As I perceive she does. ","—or that the lady's insane. But if that were so, she wouldn't be able to run her house, command her servants, and take care of all her business affairs in the smooth, discreet, and stable way that she does."
25841,40318-1502743241515-2210, There’s something in ’t   That is deceivable. But here the lady comes. , There's something deceptive going on here. But here comes the lady.
25842,40320-1502743253929-66251," Blame not this haste of mine. If you mean well,   Now go with me and with this holy man   Into the chantry by. ","Don't blame me for being so hasty. If you mean well, then come with me and this holy priest into the little chapel over there. "
25843,40320-1502743262607-47948," There, before him   And underneath that consecrated roof,   Plight me the full assurance of your faith,   That my most jealous and too doubtful soul   May live at peace. ","There, before the priest and under that sacred roof, you can swear your everlasting love for me, make your marriage vows, and soothe my jealous and doubtful soul. "
25844,40320-1502743268410-26796," He shall conceal it   Whiles you are willing it shall come to note,   What time we will our celebration keep   According to my birth. What do you say? ","The priest will keep it a secret until you're willing for it to be made public, and then we can have a full wedding ceremony and celebration that fits my social rank. What do you say?"
25845,2be2d58e-99d2-17d4-efc1-805987b8892b," I’ll follow this good man, and go with you; And, having sworn truth, ever will be true. ","I'll follow this good priest, and go with you; and once I've sworn to be faithful, I'll be faithful forever."
25846,9eb607b4-570b-2395-37e2-9002685666ca," Then lead the way, good father; and heavens so shine  That they may fairly note this act of mine. ","Then lead the way, good father; and may the sun shine brightly to recognize and bless this marriage."
25847,e0267847-42ec-201f-8c79-dfd7de72c381," Now, as thou lovest me, let me see his letter. ","Now, if you're really my friend, let me see his letter."
25848,938b96c2-c67b-7c62-ea7e-e936d032ae3d," Good Master Fabian, grant me another request. ","Good Master Fabian, do me a favor first."
25849,394dbbff-0d9f-4558-7baf-05334c9b06c8, Anything. ,Anything.
25850,8a8aa030-788d-8931-8608-f5b948fbd070, Do not desire to see this letter. ,Don't ask to see this letter.
25851,452aa593-712e-34bf-3210-17e67d32d8dd," This is, to give a dog and in recompense desire my dog again. ","That request is like giving me a dog, and as payment asking for the dog back."
25852,6b9fa175-bf28-7145-5776-ea6a0361e6db," Belong you to the Lady Olivia, friends? ","Are you in the service of the Lady Olivia, friends?"
25853,dea4b3d5-886c-40b4-9317-4aff354cae58," Ay, sir, we are some of her trappings. ","Yes, sir, we are part of her entourage."
25854,5092bc61-f472-0224-b070-590a94acad89," I know thee well. How dost thou, my good fellow? ","I know you well. How are you, my good fellow?"
25855,ddb195be-4e35-d1d7-75fc-955dfaecb6ef," Truly, sir, the better for my foes and the worse for  my friends. ","Truly, sir, I'm better because of my enemies, and worse because of my friends."
25856,fcbb4272-bc3f-9282-589d-d393ca07534f, Just the contrary. The better for thy friends. ,Don't you mean the opposite? You're better because of your friends.
25857,5c01bc7b-0130-1515-4c41-676ef38215d7," No, sir, the worse. ","No, sir, I'm worse."
25858,fa26b3f7-a77c-a2a2-e030-8ccc651561ac, How can that be? ,How can that be?
25859,40338-1502740419267-39451," Marry, sir, they praise me and make an ass of me, now  my foes tell me plainly I am an ass. ","Well, sir, my friends praise me and in so doing make a fool of me, while my enemies tell me plainly that I am a fool."
25860,40338-1502740429985-27638," So that by my foes, sir I profit in the knowledge of myself, and by my  friends, I am abused. "," Therefore my enemies help me gain knowledge of myself, while my friends deceive me. "
25861,40338-1502740438520-84272," So that, conclusions to be as  kisses, if your four negatives make your two  affirmatives, why then the worse for my friends and the  better for my foes. ","The same rule applies to both conclusions and kisses—since four negatives make two affirmatives, I'm worse because of my friends and better because of my enemies."
25862,d90cde70-6ee8-e02e-6d44-d79fa2c1ccad," Why, this is excellent. ","Why, this is excellent wordplay."
25863,a4f379bb-a05f-5856-1393-b2f0d997a859," By my troth, sir, no—though it please you to be one of  my friends. ","Truly sir, don't say so—unless you want to be one of my friends."
25864,20986ced-5201-c99b-3c32-d198d7324168, Thou shalt not be the worse for me: there’s gold. , You won't be worse off because of me: here's some gold.
25865,eb42966f-915a-a680-bd82-ca3a03b88b4e," But that it would be double-dealing, sir, I would you  could make it another. ","I wish you'd deal me another coin, sir, but then it would be double-dealing, and therefore dishonorable."
25866,0fcf7265-3ed2-58d3-70ca-d98a1cc0c707," O, you give me ill counsel. ","Oh, you're giving me bad advice."
25867,b445852c-3d73-1608-8569-fd5fbef1f0cc," Put your grace in your pocket, sir, for this once, and  let your flesh and blood obey it. ","Put your virtue away just this once, sir, and let your human weakness take my advice."
25868,d839a641-b3ad-58f0-20ff-26611a62e16d," Well, I will be so much a sinner, to be a  double-dealer. There’s another. (  giving a coin  )","Well I'll be a sinner then, and a double-dealer. Here's another."
25869,40346-1502740456926-35331," Primo, secundo, tertio is a good play, and the old  saying is, the third pays for all. ","Three rolls of the dice is lucky, sir, and the old saying goes ""the third time's the charm."" "
25870,40346-1502740465306-99027," The triplex, sir, is  a good tripping measure, or the bells of Saint Bennet,  sir, may put you in mind—one, two, three. ",@
25871,40347-1502740546377-76239, You can fool no more money out of me at this throw. ,You won't win any more money from me with  this  third roll of the dice.
25872,40347-1502740553129-86524," If  you will let your lady know I am here to speak with her, and bring her along with you, it may awake my bounty  further. "," But if you'll tell your lady that I'm here to speak with her, and bring her along with you when you return, then you might wake up my generosity."
25873,40348-1502740562848-93988," Marry, sir, lullaby to your bounty till I come again. ","Well then, sir, I'll sing a lullaby to your generosity while I'm gone, so it can nap until I return."
25874,40348-1502740570599-80125,"   I go, sir, but I would not have you to think that my  desire of having is the sin of covetousness. "," I'll go now, sir, but don't think that I'm doing this just because I'm greedy—I'm more interested in the art of begging than the actual money."
25875,40348-1502740579057-8511," But, as you say, sir, let your bounty take a nap, I will awake it  anon. "," But as you say, sir, let your generosity sleep, and I'll wake it up soon."
25876,c7dce21d-02ae-8afd-8e5c-91fd640237e4," Here comes the man, sir, that did rescue me. ","Here comes the man who rescued me, sir."
25877,40352-1503362641754-32813," That face of his I do remember well.   Yet, when I saw it last, it was besmeared   As black as Vulcan in the smoke of war. ","I remember that face well, though the last time I saw it it was blackened by the smoke of war. "
25878,40352-1503362659732-64978," A baubling vessel was he captain of,   For shallow draught and bulk unprizable,     With which such scathful grapple did he make   With the most noble bottom of our fleet, ","He was the captain of a small, flimsy ship, worthless because of its size—but with that pitiful boat he fought such a damaging battle against my fleet's most noble warship "
25879,40352-1503362665659-35050, That very envy and the tongue of loss ,that we had to admire him even in our bitter defeat.
25880,40352-1503362671213-63675, Cried fame and honor on him.   —What’s the matter? ,[To the officer]  What's going on here?
25881,40353-1502740836499-94541," Orsino, this is that Antonio   That took the   Phoenix   and her fraught from Candy,   And this is he that did the   Tiger   board   When your young nephew Titus lost his leg. ","Orsino, this is the same Antonio who took our ship the  Phoenix  and its cargo from Crete, and who boarded the  Tiger  in the battle where your young nephew Titus lost his leg."
25882,40353-1502740843829-54287," Here in the streets, desperate of shame and state,   In private brabble did we apprehend him. "," We arrested him here in the streets, where he was recklessly brawling as if he didn't care that we were looking for him."
25883,40354-1502740853204-12971," He did me kindness, sir, drew on my side, ","He was kind to me, sir, and drew his sword to defend me, "
25884,40354-1502740859838-6569, But in conclusion put strange speech upon me.   I know not what ’twas but distraction. ,"but then he said some strange things to me. I don't know what he meant, except that he might be insane."
25885,40355-1502740868550-75448," Notable pirate! Thou saltwater thief, ","You famous pirate! You thief of the seas,"
25886,40355-1502740875438-24720," What foolish boldness brought thee to their mercies,   Whom thou, in terms so bloody and so dear,   Hast made thine enemies? ", what foolish boldness inspired you to visit the enemies you once robbed and murdered?
25887,40356-1502740889479-50312," Orsino, noble sir,   Be pleased that I shake off these names you give me.   Antonio never yet was thief or pirate,   Though, I confess, on base and ground enough,   Orsino’s enemy. ","Orsino, noble sir, I must deny those names you give me. I have never been a thief or a pirate, though I admit to being your enemy for good and solid reasons. "
25888,40356-1502740901340-6849, A witchcraft drew me hither. ,I am here because I've been bewitched.
25889,40356-1502741813829-25221, That most ingrateful boy there by your side   From the rude sea’s enraged and foamy mouth   Did I redeem. , I rescued that ungrateful boy—the one there by your side—from the rude sea's angry waves.
25890,40356-1502741822790-74002," A wreck past hope he was.   His life I gave him and did thereto add   My love, without retention or restraint,   All his in dedication. "," He was a wreck, and seemed past hope. I saved his life and gave him my love, without reservation or restraint, and dedicated myself to him totally"
25891,40356-1502741846106-6023," For his sake   Did I expose myself, pure for his love,   Into the danger of this adverse town,   Drew to defend him when he was beset, ",". For his sake I endangered myself in this town, and purely out of love for him I drew my sword to defend him when he was being attacked."
25892,40356-1502741861046-57761," Where being apprehended, his false cunning,   (Not meaning to partake with me in danger)   Taught him to face me out of his acquaintance, "," But when I was arrested, he decided not to endanger himself, and he used his treacherous cunning to pretend that he'd never met me before."
25893,40356-1502741867963-37584," And grew a twenty-years-removed thing   While one would wink, denied me mine own purse,   Which I had recommended to his use   Not half an hour before. "," In the blink of an eye he became a totally different person, and he refused to give me back my own purse, which I had lent to him just half an hour before."
25894,a9240e77-05b8-1900-dc55-30bd84dd106c, How can this be? ,How is this possible?
25895,85e7fe7d-dce9-af49-929b-68e6c43b8a71,    When came he to this town?, When did he come to this town?
25896,e8417408-7cc2-97b2-37ef-edf8d69e50dd," Today, my lord, and for three months before,  No interim, not a minute’s vacancy, Both day and night did we keep company. ","Today, my lord. For three months before that we spent every day and night together without a break."
25897,40361-1502741880256-16631, Here comes the Countess. Now heaven walks on earth. ,"Look, an angel is walking on earth—here comes the Countess. "
25898,40361-1502741889023-35116," But for thee, fellow. Fellow, thy words are madness:   Three months this youth hath tended upon me;   But more of that anon. ",@
25899,40361-1502741894837-74889, Take him  aside. , Take him away.
25900,40362-1502741903240-98731," What would my lord, but that he may not have,   Wherein Olivia may seem serviceable? ","What do you want, my lord—except for the one thing you cannot have—that I can help you with?"
25901,40362-1502741909970-48566," Cesario, you do not keep promise with me. "," Cesario, you broke your promise to me."
25902,fdab9959-3500-33c9-5526-a131cf4d659c, Madam? ,Madam?
25903,b9650a14-390f-9f1a-7ccb-0eedbe96d486, Gracious Olivia— ,Gracious Olivia—
25904,3b869b52-ec11-9835-3533-7fc8f421d5dd," What do you say, Cesario?—Good my lord— ","What do you have to say for yourself, Cesario?—My lord, a moment—"
25905,11fdc9fd-12cd-93ef-8a5c-37d0eea1133f, My lord would speak. My duty hushes me. ,My lord wants to speak. It's my duty to be silent.
25906,f635d143-5dd4-086a-c4f8-d97f47c71cda," If it be aught to the old tune, my lord, It is as fat and fulsome to mine ear  As howling after music. ","If you're just going to repeat the same old things, my lord, then it will be as pleasant to my ears as hearing howling after listening to beautiful music."
25907,c0c51783-4749-679c-c291-304a5e03215b, Still so cruel? ,Are you still so cruel?
25908,91536865-d25a-6a2d-35f2-802b4e995ef2," Still so constant, lord. ","I am still consistent, my lord."
25909,40370-1502741927391-52474," What, to perverseness? ","Consistent in what, being horrible? "
25910,40370-1502741936248-10567," You, uncivil lady,   To whose ingrate and unauspicious altars   My soul the faithfull’st off'rings have breathed out   That e'er devotion tendered ","I have breathed from my soul the most faithful, devoted offerings possible, but they've only fallen upon your ungrateful and unwelcoming  altar , you rude lady."
25911,40370-1502741943243-99960, —what shall I do? , What else can I do?
25912,4b115368-1d04-fe16-af35-6fa463f8fb33, Even what it please my lord that shall become him. ,"Do whatever pleases you, within reason."
25913,40372-1502741954591-17685," Why should I not, had I the heart to do it,   Like to the Egyptian thief at point of death,   Kill what I love? ","Why shouldn't I—if I had the heart to do it—kill what I love, like that Egyptian thief Thyamis who murdered the woman he loved just before he died? "
25914,40372-1502741965272-50027, —A savage jealousy   That sometimes savors nobly. ,That kind of savage jealousy sometimes seems noble.
25915,40372-1502741982667-5889," But hear me this:   Since you to nonregardance cast my faith,   And that I partly know the instrument   That screws me from my true place in your favor,   Live you the marble-breasted tyrant still. "," But listen to me now: since you keep denying my faithful love, and since I can guess who has forced me from my rightful place in your heart, you can go on being a cold-hearted tyrant as long as you like—"
25916,40372-1502741991394-77854," But this your minion, whom I know you love,   And whom, by heaven I swear, I tender dearly,   Him will I tear out of that cruel eye   Where he sits crowned in his master’s spite. ","but I'm going to take your darling Cesario from you. I know that you love him, and I swear that I care deeply for him as well, but I must tear him away from you because his place in your heart humiliates me. "
25917,7f008389-dc61-08e2-ce62-86c6893f4327," And I, most jocund, apt, and willingly, To do you rest, a thousand deaths would die. ","And I would cheerfully, readily, and willingly die a thousand deaths if it would bring you peace."
25918,6162b1e5-2177-28e8-c871-bb5d50fb0e6a, Where goes Cesario? ,Where is Cesario going?
25919,40375-1502742015991-27718," After him I love   More than I love these eyes, more than my life,   More, by all mores, than e'er I shall love wife. ","I'm following the man I love more than I love my eyes or my life, more, far more, than I'll ever love a wife. "
25920,40375-1502742031268-37714," If I do feign, you witnesses above,   Punish my life for tainting of my love! ","If I'm lying about this, you angels above, put me to death for dishonoring my love."
25921,daf83149-b9cd-835c-519b-bed2db9f9885," Ay me, detested! How am I beguiled! ","Oh no, you scorn me! I've been tricked!"
25922,5e6e2b7b-5a35-b4c2-4a64-2ef90b449210, Who does beguile you? Who does do you wrong? ,Who tricked you? Who has done you wrong?
25923,cc3b4305-8aa0-e630-acac-96e3dd05fed4, Hast thou forgot thyself? Is it so long?— Call forth the holy father. ,Have you forgotten your own actions? Has it been so long?—Call the priest who was with us earlier.
25924,6b7bd04d-8df1-ef7a-9958-306221b3bd7e,"  Come, away! "," Come, let's go!"
25925,f8f4051c-fac9-b82e-91bb-3bbc54838ff8," Whither, my lord?—Cesario, husband, stay. ","Where are you taking him, my lord?—Cesario, my husband, stay."
25926,fa850946-f523-1654-2c70-ae7fef1ba74a, Husband? ,Husband?
25927,0e2f1c06-6e39-46f8-9d65-cbc368c0b213," Ay, husband. Can he that deny? ","Yes, husband. Can he deny it?"
25928,bc4763de-6bdd-bfe9-aadd-7afc0b75a052," Her husband, sirrah? ","Are you her husband, you wretch?"
25929,a597fc3b-0a69-46c2-b87d-6b1fcd20d83e," No, my lord, not I. ","No, my lord, I'm not."
25930,40386-1502742047000-73645," Alas, it is the baseness of thy fear   That makes thee strangle thy propriety.   Fear not, Cesario. ","Alas, your fear is so great that it makes you disguise your true identity. But don't be afraid, Cesario. "
25931,40386-1502742053509-13933," Take thy fortunes up.   Be that thou know’st thou art, and then thou art   As great as that thou fear’st. ","Reach out and accept your good fortune. Be the person you know you are, and then you will be as powerful as the person you fear."
25932,40388-1502742070192-19426," O, welcome, father!   Father, I charge thee, by thy reverence,   Here to unfold ","Oh, welcome, father! Father, can I respectfully ask you to explain"
25933,40388-1502742077359-64596, (though lately we intended   To keep in darkness what occasion now   Reveals before ’tis ripe) ,"(though we recently wanted to hide it, the time is now ripe to reveal it) "
25934,40388-1502742083209-5050, what thou dost know   Hath newly passed between this youth and me. ,what you know has happened between this youth and me?
25935,40389-1502742093236-13308," A contract of eternal bond of love,   Confirmed by mutual joinder of your hands,   Attested by the holy close of lips,   Strengthened by interchangement of your rings, ","You made an oath of eternal love, which was confirmed by joining hands, proved by a holy kiss, and strengthened by an exchange of rings."
25936,40389-1502742100452-25417," And all the ceremony of this compact   Sealed in my function, by my testimony, ", I witnessed and approved all this in my official capacity as a priest.
25937,40389-1502742106120-38154," Since when, my watch hath told me, toward my grave   I have traveled but two hours. ", All this took place only two hours ago.
25938,40390-1502742115234-29402, O thou dissembling cub! What wilt thou be   When time hath sowed a grizzle on thy case? ,"Oh, you lying little puppy! How much worse will you be when you're old and gray?"
25939,40390-1502742123693-30776, Or will not else thy craft so quickly grow   That thine own trip shall be thine overthrow? , Or will you get so good at being crafty that your own tricks will trick you? 
25940,40390-1502742129855-17268," Farewell, and take her; but direct thy feet   Where thou and I henceforth may never meet. ","Farewell, and take her; but go somewhere where you and I will never meet again."
25941,9935fd35-0e60-9171-c008-59b395a898ab," My lord, I do protest— ","My lord, I promise—"
25942,2e964dda-6092-c2b8-5e1a-1cb01a76179f," O, do not swear! Hold little faith, though thou hast too much fear. ","Oh, don't promise! Keep a little faith—your faith in me—even though you're so afraid."
25943,ba1db78d-5444-86e6-7ef3-e9778e24f848," For the love of God, a surgeon! Send one presently to  Sir Toby. ","For the love of God, someone get a doctor! Send one to Sir Toby right away."
25944,e1f1ef45-b33f-ab21-28ce-56ea24889316, What’s the matter? ,What's the matter?
25945,4ccd33c1-af2c-5056-4e56-4c8b840568b1," He has broke my head across and has given Sir Toby a  bloody coxcomb too. For the love of God, your help! I  had rather than forty pound I were at home. ",@
25946,5c6f9450-2c25-edd1-7a1d-d4dd3b63a16c," Who has done this, Sir Andrew? ","Who has done this, Sir Andrew?"
25947,c31e5ad9-970b-26e7-148b-a11354f3006c," The Count’s gentleman, one Cesario. We took him for a  coward, but he’s the very devil incardinate. ","That Cesario, the Duke's gentleman. We thought he was a coward, but he actually fights like the devil himself."
25948,8b1a9839-5343-1e69-83f4-d6dd532b2dab," My gentleman, Cesario? ",My servant Cesario?
